device_id,seq,timestamp_us,voutp_raw,voutn_raw,iout_raw,iref_raw,v_diff,i_diff,v_volts,i_amps
534F4C31,18086,153354162,307,218,3001,3024,89,-23,89.00000,-0.05931
534F4C31,18086,153359130,295,190,3006,3006,105,0,105.00000,0.00000
534F4C31,18086,153364133,336,232,3032,3014,104,18,104.00000,0.04642
534F4C31,18087,153369214,341,230,3002,3008,111,-6,111.00000,-0.01547
534F4C31,18088,153374152,333,220,3003,3003,113,0,113.00000,0.00000
534F4C31,18089,153379410,329,273,3025,3009,56,16,56.00000,0.04126
534F4C31,18090,153384142,310,219,3006,3000,91,6,91.00000,0.01547
534F4C31,18091,153389157,315,220,3008,3016,95,-8,95.00000,-0.02063
534F4C31,18092,153394382,287,253,3004,3001,34,3,34.00000,0.00774
534F4C31,18092,153399155,270,208,3008,3017,62,-9,62.00000,-0.02321
534F4C31,18093,153404424,295,243,3010,3036,52,-26,52.00000,-0.06705
534F4C31,18093,153409132,262,200,3008,3003,62,5,62.00000,0.01289
534F4C31,18094,153414150,327,245,3008,3017,82,-9,82.00000,-0.02321
534F4C31,18094,153419134,321,245,2999,3015,76,-16,76.00000,-0.04126
534F4C31,18094,153424361,305,208,3005,3030,97,-25,97.00000,-0.06447
534F4C31,18094,153429142,328,229,2993,3003,99,-10,99.00000,-0.02579
534F4C31,18094,153434155,349,233,3019,3015,116,4,116.00000,0.01032
534F4C31,18095,153439168,334,227,3013,3013,107,0,107.00000,0.00000
534F4C31,18096,153444187,335,277,3010,3061,58,-51,58.00000,-0.13152
534F4C31,18097,153449131,285,218,3005,3013,67,-8,67.00000,-0.02063
534F4C31,18098,153454133,314,219,2993,3015,95,-22,95.00000,-0.05673
534F4C31,18099,153459139,308,200,3007,3011,108,-4,108.00000,-0.01032
534F4C31,18099,153464139,300,221,3011,3005,79,6,79.00000,0.01547
534F4C31,18099,153469133,299,203,2993,3018,96,-25,96.00000,-0.06447
534F4C31,18099,153474138,314,212,3002,3009,102,-7,102.00000,-0.01805
534F4C31,18100,153479178,353,251,3006,2993,102,13,102.00000,0.03352
534F4C31,18101,153484290,324,263,2992,3010,61,-18,61.00000,-0.04642
534F4C31,18101,153489137,259,207,3007,3018,52,-11,52.00000,-0.02837
534F4C31,18101,153494142,291,221,3007,3019,70,-12,70.00000,-0.03095
534F4C31,18102,153499407,318,255,3019,3001,63,18,63.00000,0.04642
534F4C31,18103,153504637,282,209,3020,3010,73,10,73.00000,0.02579
534F4C31,18104,153509612,298,248,3000,3002,50,-2,50.00000,-0.00516
534F4C31,18105,153514247,278,212,2971,3014,66,-43,66.00000,-0.11089
534F4C31,18106,153519154,303,236,3007,3040,67,-33,67.00000,-0.08510
534F4C31,18107,153524236,275,208,3008,3011,67,-3,67.00000,-0.00774
534F4C31,18107,153529133,303,200,3009,3015,103,-6,103.00000,-0.01547
534F4C31,18108,153534186,342,248,3012,3016,94,-4,94.00000,-0.01032
534F4C31,18108,153539272,305,208,3010,3004,97,6,97.00000,0.01547
534F4C31,18109,153544691,320,262,3020,3015,58,5,58.00000,0.01289
534F4C31,18109,153549170,299,218,3000,3016,81,-16,81.00000,-0.04126
534F4C31,18110,153554135,315,202,3009,3013,113,-4,113.00000,-0.01032
534F4C31,18111,153559925,339,232,3002,2996,107,6,107.00000,0.01547
534F4C31,18111,153564584,307,209,3011,3009,98,2,98.00000,0.00516
534F4C31,18111,153569130,296,163,3007,3027,133,-20,133.00000,-0.05158
534F4C31,18111,153574143,316,181,3013,3021,135,-8,135.00000,-0.02063
534F4C31,18111,153579147,348,232,3020,3012,116,8,116.00000,0.02063
534F4C31,18112,153584158,356,240,3006,3016,116,-10,116.00000,-0.02579
534F4C31,18113,153589496,288,211,3010,3027,77,-17,77.00000,-0.04384
534F4C31,18114,153594381,296,213,3012,3023,83,-11,83.00000,-0.02837
534F4C31,18115,153599140,326,227,3002,3013,99,-11,99.00000,-0.02837
534F4C31,18116,153604271,323,197,3001,3048,126,-47,126.00000,-0.12120
534F4C31,18117,153609191,305,245,3019,2994,60,25,60.00000,0.06447
534F4C31,18117,153614141,297,217,3008,3002,80,6,80.00000,0.01547
534F4C31,18118,153619205,306,226,3025,3020,80,5,80.00000,0.01289
534F4C31,18119,153624592,297,211,3016,3015,86,1,86.00000,0.00258
534F4C31,18120,153629154,315,196,3002,3010,119,-8,119.00000,-0.02063
534F4C31,18120,153634162,345,238,3003,3010,107,-7,107.00000,-0.01805
534F4C31,18120,153639145,315,241,3007,3017,74,-10,74.00000,-0.02579
534F4C31,18120,153644141,287,207,3001,3009,80,-8,80.00000,-0.02063
534F4C31,18120,153649172,339,250,2996,3012,89,-16,89.00000,-0.04126
534F4C31,18121,153654245,320,240,3013,3012,80,1,80.00000,0.00258
534F4C31,18122,153659155,275,207,2997,3015,68,-18,68.00000,-0.04642
534F4C31,18123,153664505,282,271,2992,3024,11,-32,11.00000,-0.08252
534F4C31,18123,153669137,218,174,2997,3011,44,-14,44.00000,-0.03610
534F4C31,18124,153674152,280,211,3006,3010,69,-4,69.00000,-0.01032
534F4C31,18124,153679784,309,243,3026,2992,66,34,66.00000,0.08768
534F4C31,18124,153684159,317,221,3005,3012,96,-7,96.00000,-0.01805
534F4C31,18125,153689165,320,248,2999,3010,72,-11,72.00000,-0.02837
534F4C31,18125,153694383,285,201,3009,3012,84,-3,84.00000,-0.00774
534F4C31,18125,153699151,332,241,3008,3010,91,-2,91.00000,-0.00516
534F4C31,18125,153704136,332,229,3007,3014,103,-7,103.00000,-0.01805
534F4C31,18126,153709150,318,258,3007,3019,60,-12,60.00000,-0.03095
534F4C31,18127,153714170,313,241,3007,3016,72,-9,72.00000,-0.02321
534F4C31,18128,153719588,330,262,3009,3013,68,-4,68.00000,-0.01032
534F4C31,18129,153724905,261,205,3005,3007,56,-2,56.00000,-0.00516
534F4C31,18130,153729127,274,159,3009,3017,115,-8,115.00000,-0.02063
534F4C31,18131,153734751,314,220,3006,3016,94,-10,94.00000,-0.02579
534F4C31,18131,153739835,304,163,3009,3016,141,-7,141.00000,-0.01805
534F4C31,18132,153744154,291,234,2996,3019,57,-23,57.00000,-0.05931
534F4C31,18133,153749833,299,191,3005,3010,108,-5,108.00000,-0.01289
534F4C31,18133,153754132,300,193,3006,3008,107,-2,107.00000,-0.00516
534F4C31,18134,153759162,310,272,3010,3010,38,0,38.00000,0.00000
534F4C31,18135,153764525,255,200,3010,3011,55,-1,55.00000,-0.00258
534F4C31,18136,153769150,287,192,3005,3014,95,-9,95.00000,-0.02321
534F4C31,18136,153774714,287,233,3019,3008,54,11,54.00000,0.02837
534F4C31,18137,153779137,285,207,3016,3013,78,3,78.00000,0.00774
534F4C31,18138,153784131,310,239,3009,3020,71,-11,71.00000,-0.02837
534F4C31,18138,153789532,292,197,3013,3027,95,-14,95.00000,-0.03610
534F4C31,18139,153794143,301,241,3004,3030,60,-26,60.00000,-0.06705
534F4C31,18140,153799516,305,206,3011,3017,99,-6,99.00000,-0.01547
534F4C31,18141,153804130,306,190,3007,3015,116,-8,116.00000,-0.02063
534F4C31,18142,153809138,309,255,3028,3038,54,-10,54.00000,-0.02579
534F4C31,18143,153815240,300,182,3012,3005,118,7,118.00000,0.01805
534F4C31,18143,153819128,289,196,3013,3018,93,-5,93.00000,-0.01289
534F4C31,18143,153824513,292,184,3000,3030,108,-30,108.00000,-0.07736
534F4C31,18143,153829145,322,216,3009,3007,106,2,106.00000,0.00516
534F4C31,18144,153834137,353,235,3000,3015,118,-15,118.00000,-0.03868
534F4C31,18144,153839154,334,205,3008,3015,129,-7,129.00000,-0.01805
534F4C31,18144,153844140,336,224,3010,3023,112,-13,112.00000,-0.03352
534F4C31,18145,153849165,335,274,3004,3004,61,0,61.00000,0.00000
534F4C31,18146,153855394,297,203,3006,3005,94,1,94.00000,0.00258
534F4C31,18146,153859132,277,166,3006,3015,111,-9,111.00000,-0.02321
534F4C31,18146,153864254,336,245,3007,3028,91,-21,91.00000,-0.05415
534F4C31,18146,153869149,302,180,3006,3014,122,-8,122.00000,-0.02063
534F4C31,18147,153874154,320,207,3025,3015,113,10,113.00000,0.02579
534F4C31,18148,153879159,328,241,3012,3015,87,-3,87.00000,-0.00774
534F4C31,18149,153885005,325,244,3007,3013,81,-6,81.00000,-0.01547
534F4C31,18149,153889872,294,192,3003,3016,102,-13,102.00000,-0.03352
534F4C31,18149,153896100,347,267,3001,3033,80,-32,80.00000,-0.08252
534F4C31,18149,153899132,284,195,3023,3009,89,14,89.00000,0.03610
534F4C31,18149,153904437,320,231,3016,3039,89,-23,89.00000,-0.05931
534F4C31,18149,153909141,311,220,2996,3015,91,-19,91.00000,-0.04900
534F4C31,18150,153914154,347,244,3002,3015,103,-13,103.00000,-0.03352
534F4C31,18151,153919151,333,232,3007,2997,101,10,101.00000,0.02579
534F4C31,18152,153924182,271,266,3005,3012,5,-7,5.00000,-0.01805
534F4C31,18153,153929249,233,190,3007,3013,43,-6,43.00000,-0.01547
534F4C31,18154,153934157,263,250,3013,3012,13,1,13.00000,0.00258
534F4C31,18155,153940789,251,191,3006,3025,60,-19,60.00000,-0.04900
534F4C31,18155,153946992,329,223,3009,3025,106,-16,106.00000,-0.04126
534F4C31,18155,153950880,308,193,3005,3044,115,-39,115.00000,-0.10057
534F4C31,18155,153954128,276,163,3018,3013,113,5,113.00000,0.01289
534F4C31,18156,153959336,304,248,3008,3003,56,5,56.00000,0.01289
534F4C31,18157,153964177,289,212,3009,3008,77,1,77.00000,0.00258
534F4C31,18158,153969143,292,236,2998,3037,56,-39,56.00000,-0.10057
534F4C31,18159,153974700,279,208,2990,3011,71,-21,71.00000,-0.05415
534F4C31,18160,153980055,325,215,3007,3020,110,-13,110.00000,-0.03352
534F4C31,18160,153986511,340,213,3006,2995,127,11,127.00000,0.02837
534F4C31,18160,153989128,280,149,3025,3011,131,14,131.00000,0.03610
534F4C31,18160,153994133,331,205,3011,3014,126,-3,126.00000,-0.00774
534F4C31,18160,153999154,356,246,3005,3014,110,-9,110.00000,-0.02321
534F4C31,18160,154004165,345,232,2999,3015,113,-16,113.00000,-0.04126
534F4C31,18161,154009167,306,259,3007,3020,47,-13,47.00000,-0.03352
534F4C31,18162,154014149,300,228,3007,3012,72,-5,72.00000,-0.01289
534F4C31,18163,154019146,313,219,3017,3012,94,5,94.00000,0.01289
